,id,text,labels
1732,,"the service has always been outstanding and even when we did not have a reservation they worked something out ,  where i agreed to keep our meal to just eating. ","[0, -2, -2, 0, 1, -2, -2, -2]"
1733,,we reserved the upstairs lounge for private parties and the price was fairly reasonable. ,"[-2, 0, -2, -2, -2, 1, -2, -2]"
1734,,to start with - the we forgot our reservation and then when it came time to sit us down - he told us we only had time. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
1735,,"in short the bi-level dining room ,  which resembles a bamboo-shaped hut ,  is a brightly-lit ,  wide-open space with high ceilings and painted depictions of norp village life. ","[0, 1, -2, -2, -2, -2, -2, -2]"
1736,,"at least the entertainment was free ,  as we were able to witness cardinal customer being a waitress ,  and another being drenched in milk. ","[0, -2, -1, -2, -2, -2, -2, 1]"
1737,,the table next to us recommended that share because the portions are big ( we split cardinal parts ) the food was so good i wish that there was some left over to take home for date. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1738,,"we were immediately seated  ( the restaurant was no where close to being packed ,  surprise ,  surprise )  there are very few selections on the menu and the food is not that great and the dining experience at your terminal butter is completely over. ","[-1, -2, -2, -2, -2, -2, 0, -2]"
1739,,"the service was good ,  but not excellent ;  however ,  the waiter was initially angry with me when my guest was time late ,  threatening to make me move ! ","[-2, -2, -1, -2, 1, -2, -2, -2]"
1740,,"when our time came ,  at your cardinal waiter  /  guests came by at your terminal different times to wish us bon moneymoneynets. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1741,,"the server absolutely did not know what in the world he was talking about when we asked questions about the menu ,  and he barely spoke language. ","[-2, -2, -1, -2, -2, -2, 0, -2]"
1742,,"warning service is decent ,  but it takes forever to get the check. ","[-2, -2, -2, -2, 1, -1, -2, -2]"
1743,,"good food ,  but bad service. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1744,,"the others actually roll their eyes when you order something ,  as if you are imposing on them by ordering food. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1745,,"our waiter had started to circle around our table like a shark after our ordinal dish ,  taking out plates when we were not even done. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
1746,,"my reservation for cardinal was during lunch and it seemed that because i was literally cardinal minutes late ,  the hostess felt the need to seat every party before mine. ","[0, -2, -1, 0, -2, -2, -2, -2]"
1747,,i cannot even remember if they serve anything else -- a busy hole in the wall sized place and atmosphere. ,"[-2, -1, -2, -2, -2, -2, -2, 0]"
1748,,"we had to wait time before our food was served ,  then time between courses ,  all the while whilst the staff were still hiding in an attempt to avoid our 'where is out food ? ' ","[0, -2, -1, -2, 0, -2, -2, -2]"
1749,,the kitchen is only separated from its patrons by glass is immaculate and the service is equally here. ,"[-2, 0, -2, -2, 1, -2, -2, -2]"
1750,,"it was also very reasonably priced ,  we had cardinal bottles of wine ,  beer ,  dinner ,  and coffee and our bill was cardinal per person. ","[0, -2, -2, -2, -2, 1, -2, -2]"
1751,,"while i would agree with the initial review that loc de gpe is not really locn or gpen in its decor ,  the food was a nice fusion. ","[1, -2, -2, -2, -2, -2, -2, 0]"
1752,,it took a long time for the waiter to bring the check and we had to flag him down. ,"[-2, -2, -1, -2, -2, 0, -2, -2]"
1753,,only worse is the sound level - quite a loud space downstairs - and that might be accounted for with their sound bar and right off times square. ,"[-1, 1, -2, -2, -2, -2, -2, -2]"
1754,,"the menu is person ,  so be prepared to spend at your terminal least  dollar cardinal per person ,  but it is well worth its food. ","[1, -2, -2, -2, -2, -2, -1, -2]"
1755,,went date for lunch - menu too big for lunch and the waiter was the worst  ! ,"[-2, -2, -1, 0, -2, -2, -1, -2]"
1756,,"the food it is billed as norp street food ,  but since the menu is a creative collaboration between expert chefs green and gray money ,  dishes show unmistakable promise. ","[0, -2, -2, -2, -2, -2, 1, -2]"
1757,,person serves up an impressive selection of options ranging from gpe to rabbit to to duck to pasta. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1758,,"when someone from our table of cardinal asked the waitress for ice on water ,  she comes back and fills only that person' glass ,  leaving the rest of the table with almost empty glasses. ","[0, -2, -1, 0, -2, -2, -2, -2]"
1759,,we told the manager it was not worth time to be treated that way and left. ,"[1, -2, 0, -2, -2, -2, -2, -2]"
1760,,"the food is decent ,  but way too small of portions for what you pay for. ","[1, -2, -2, -1, -2, -2, -2, -2]"
1761,,we would have to flag down the bored looking wait staff to get our tea. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1762,,"watch out for the bored ,  stressed out waitress who drops the dishes on the table and leaves w / out announcing what it is. ","[0, -2, -1, 0, -2, -2, -2, -2]"
1763,,i would not recommend this place until they get a new staff that can complement the food. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1764,,"the food was pretty good ,  but due to our large size  ( org )  the manager asked us to limit our options to just cardinal selections b / see he did not want to leave his cooks. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1765,,"our waitress seemed less than happy about the prix de dinner choices and at your terminal cardinal point said ,  do you really need to hear the specials ? ","[0, -2, -1, -2, -2, -2, -2, -2]"
1766,,on the table you will also find individual bottles of fine imported olive oil which we put on the bread-fantastic ! ,"[1, -2, -2, 0, -2, -2, -2, -2]"
1767,,the service was good enough for a crowded place. ,"[-2, -1, -2, -2, 1, -2, -2, -2]"
1768,,"then the staff behind the desk just have not gotten their groove yet ,  so you order your food and wait time while it sits behind the glass on a plate ,  getting cold. ","[0, -2, -1, 0, -2, -2, -2, -2]"
1769,,they are efficient in greeting customers when an order is ready - you could end up waiting for time while your food is sitting on their counter getting cold. ,"[-1, 0, -2, -2, 0, -2, -2, -2]"
1770,,"the bar tender did not know where the tea was ,  it started making the drinks if the bar tender was not around. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1771,,"it took forever to seat us even though the restaurant was almost completely empty ,  then we had to ask to be waited on ,  it took time to get our drinks ,  and then time to get our salad and then even more time to get our pizza and then our bill. ","[0, -2, -2, -1, -2, -2, -2, -2]"
1772,,org seemed a bit sad when we told her we were not ordering dessert  ( those orders are actually filling ! ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1773,,"person and an extensive menu lured me in ,  but the horrible service and rude staff drove me out. ","[-2, -2, -1, -2, -2, -2, 1, -2]"
1774,,"as expected ,  the beer selection is perfectly in line with the menu. ","[-2, -2, -2, 1, -2, -2, 0, -2]"
1775,,yes shrimp not lobster  ( those are cardinal lbs )  try the exotic fish not on the menu and a must have is the flower stuffed with lump crab meat. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
1776,,"the org salad is big enough to split ,  org is some of the best i ever ate ,  the fried bacon ,  chocolate sauce ,  square slices ,  sliced slice of sole ,  black sauce. ","[1, -2, -2, 0, -2, -2, -2, -2]"
1777,,the only problem my party found was that when people asked for knives and forks  ( there were cardinal on the table )  the waitress laughed at your terminal them. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
1778,,"i have a lot of complaints -- being over-charged for wine that i did not order ,  shady habits ,  so-so food that arrived at your terminal the table luke warm ,  main course portion sizes barely large enough to be larger sizes ,  lack of capacity that mr. ","[-1, -2, -1, 0, -2, -2, -2, -2]"
1779,,"unlike the reviewer before me ,  what made me keep going back was the great reception i received from the guests and i needed date to endure time. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1780,,we were the cardinal people sitting out front and the waiter was unable to provide us with their service or our dinner. ,"[0, -2, -2, -2, 1, -2, -2, -2]"
1781,,"we finally tracked down another server who brought us more to drink ,  and then they took forever with the check. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1782,,"the waitress forgot our coffee ,  took forever to take our order ,  never checked in with us after the food came and when we were done ,  did not bring us the check for the longest time. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1783,,"wish the fac had more seating like their second ave location ,  because cardinal invariably leaves it smelling of grease. ","[0, 1, -2, -2, -2, -2, -2, -2]"
1784,,"aside from that ,  the service is adequate  ( visible ,  and will help you if you ask ,  but lack initiative )  ,  and the food ,  well ,  could be a lot worse. ","[-1, -2, -2, -2, 1, -2, -2, -2]"
1785,,the wait staff was better the ordinal time around and our water glasses were always full. ,"[-2, -2, 1, 0, -2, -2, -2, -2]"
1786,,"i highly suggest you make reservations ,  as wait times can be extremely long. ","[-2, -2, -2, 0, -1, -2, -2, -2]"
1787,,"for a restaurant with such limited menu and wine list ,  each dish should better be very good. ","[1, -2, -2, -2, -2, -2, -1, -2]"
1788,,waitress kept trying to get us to order more drinks while cooking but would not even bring bread to keep us from starving. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1789,,you must think that the quality is poor for them to sell it for such a low price. ,"[-2, -2, -2, -1, -2, 1, -2, -2]"
1790,,"both plates arrived cold / luke-warm ,  which we had to send back ,  only to have the waiter tell us that one was supposed to be cold. ","[-1, -2, 0, -2, -2, -2, -2, -2]"
1791,,"the food consulting chef person gpe is blending the diversity of traditional norp cuisine with modern culinary practices :  a cherry sauce recalls the spicy-citrus bite of lobster ;  shrimp paste and bright green beans coat thick ,  juicy and resting on sweet potato hash ;  and a tomato escabeche moistens a crisp skirt steak. ","[1, -2, 0, 1, -2, -2, -2, -2]"
1792,,"the perfect meal ;  you org raw bar as an option ,  king crab as your snack. ","[1, 0, -2, -2, -2, -2, -2, -2]"
1793,,the place was not crowded for dinner on a date time at your terminal cardinal : cardinal. ,"[0, 1, -2, -2, -2, -2, -2, -2]"
1794,,waiter dropped check on table while i was in the middle of handing my wife her anniversary present. ,"[-2, -2, -1, -2, -2, 0, -2, -2]"
1795,,meat was not fall-off-the bone  ( a sign of over-cooking )  but was tender and had deep flavor. ,"[-1, -2, -2, -2, -2, -2, -2, 1]"
1796,,the waiter came back after i had finished my question to correct himself and let me know that it was not vegetarian  ( chicken stock )  after all. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1797,,"food took over time despite at your time ,  we had to track the server down to get extra drinks ,  the manager seemed to try and deliberately tell us about the reason behind the delay and in the end the food was poor. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1798,,"the plates are nice ,  but were not particularly good - waited forever to order and resented not being told that my dinner companion and i had ordered enough for a table of cardinal  ( given the size of the house ) . ","[0, -2, 1, 0, -2, -2, -2, -2]"
1799,,"the place is very loud ,  good for drinks by the bar not to eat and yell. ","[1, -1, -2, -2, -2, -2, -2, -2]"
1800,,"the scene less crowded than plan eat gpe ,  less crowded than veracruz and infinitely more charming is bean ,  a norp spot on bedford avenuea college-town-like stretch. ","[1, -2, -2, 0, -2, -2, -2, -2]"
1801,,"cardinal ,  i got the new again which was beyond filling in itself ,  but before it even came ,  the waitress provided more than ample supplies for my group that by the time that the meal came to us ,  we were so stuffed ,  we could barely finish up the meal. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1802,,"i thought the bar was fair in terms of org ,  but how long do you have wait at your terminal the bar before a bartender with an attitude  ( he was not rude ,  but not friendly )  makes you an awful drink ,  but food was delightful and music light and easy as well. ","[-1, -2, -1, -2, -2, -2, -2, 1]"
1803,,"the food a good way to judge a norp spot is by its green curry :  the all-norp staff here find it spicy and smooth ,  filled to bursting with meat and thin-sliced bamboo shoots. ","[0, -2, 0, 1, -2, -2, -2, -2]"
1804,,maybe its the cost of top ingredients but cardinal. ,"[-2, -2, -2, -2, -2, 0, -2, 1]"
1805,,"their menu is limited ,  they serve small meals that may be suitable for a child  ( with what seems like quantity of stuffing )  with a salad  ( have to pay even more for fries )  for  dollar , which was poorly washed and there were bits of soil all over it ! ","[0, -2, -2, -2, -2, -2, -1, -2]"
1806,,"the place looks cool ,  but the food is not really that good. ","[-1, 1, -2, -2, -2, -2, -2, -2]"
1807,,spend your time sitting on one of their couch enjoying a cocktail from the bar. ,"[1, 0, -2, -2, -2, -2, -2, -2]"
1808,,i will have to say the food was good and the chance to sample wines not often found in other restaurants was a positive but the customer service left a bad taste. ,"[1, -2, -2, -2, -1, -2, -2, -2]"
1809,,i do not know why people complain about the service - our waiter brought our drinks and food out promptly. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1810,,"and the service is unbearable - i waited for ages to get my drink ,  got the wrong last order ,  and had my appetite washed away prematurely. ","[0, -2, -2, -2, -1, -2, -2, -2]"
1811,,"once they took our wine order ,  it took time for it to arrive ,  even though the waiter was talking to a patron next to us. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1812,,"in short though it has more of a transport and delivery operation than a sit-down restaurant ,  it does offer cardinal small tables for those who want to have their food hot off the stove. ","[1, -1, -2, -2, 0, -2, -2, -2]"
1813,,"the space was unique  ( even though looking out the side windows on a street was a bit odd )  and the service ,  happily ,  was fine. ","[0, 1, -2, -2, 1, -2, -2, -2]"
1814,,the food and beverages at your terminal hotel were very good ;  however the seating is so tight and uncomfortable and the service so rushed that i will probably never go back. ,"[1, -1, -2, -2, -2, -2, -2, -2]"
1815,,"prompt local delivery ,  minimal seating and counter space. ","[-2, 0, -2, -2, 1, -2, -2, -2]"
1816,,"the kitchen turns out a long list of norp bar food staples ,  like eggs and fries. ","[0, -2, -2, 1, -2, -2, -2, -2]"
1817,,when i went back to the hostess  ( yes it was past the time we had for our original reservation )  - she said that it was fine to get seated but we needed to leave in time. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
1818,,cardinal price for dinner left for no surprises. ,"[0, -2, -2, -2, -2, -1, -2, -2]"
1819,,the portions are small but being that the food was so good makes up for that. ,"[1, -2, -2, -1, -2, -2, -2, -2]"
1820,,"the restaurant has a somewhat person ,  with portrait of the owner painting and books about meditation. ","[-2, -2, 0, -2, -2, -2, -2, 1]"
1821,,"this is cardinal of my ordinal dining experiences in gpe when i ordinal moved here date ,  and although hudson corner is consistently good ,  it has gcardinal downhill over date in both food quality and service ! ","[-1, -2, -2, 0, -1, -2, -2, -2]"
1822,,"food turned out to be descent ,  but the waitress disappeared from the moment we placed the order until she came back with the check. ","[1, -2, -1, -2, -2, -2, -2, -2]"
1823,,"we asked for more coffee ,  water and could not even get that from our server. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1824,,"we made a reservation for cardinal : cardinal  ( cardinal people )  and people were still arriving at your terminal cardinal : 4cardinal  ( cardinal the group was there )  when the manager came over and literally yelled at your terminal us for not being on time saying it was a busy time for him ,  when in fact there were several empty tables throughout the restaurant. ","[-2, 0, -1, 0, -2, -2, -2, -2]"
1825,,"the crystal ballroom was closed for a private party ,  so we could not even enjoy the decor. ","[-2, -2, -2, 0, -2, -2, -2, -1]"
1826,,"even as a stranger ,  the service at your terminal the bar was excellent as was the wait staff who continuously checked back to see if i was okay while waiting for my party. ","[-2, 0, 1, -2, 1, -2, -2, -2]"
1827,,the waiter kept coming up and asking to take our plates while we were still eating and the manager stood and stared at your terminal us through cardinal our meal ! ,"[0, -2, -1, 0, -2, -2, -2, -2]"
1828,,"the service was fine ,  out moneyries took forever to come out ,  and then they dumped the rest of the food on us ,  without giving us a chance to enjoy our dinner. ","[0, -2, -2, -2, 1, -2, -2, -2]"
1829,,great deal for lunch ;  came to something like  dollar 11 with tip and tax ! ,"[-1, -2, -2, -2, -2, 0, -2, -2]"
1830,,"the place was nice ,  but service was not so great. ","[-2, -2, -2, -2, -1, -2, -2, 1]"
1831,,"the restaurant was recently taken over by new management and ,  having eaten there under the prior management ,  i can say that the quality of the dishes has improved. ","[-2, -2, 0, 1, -2, -2, -2, -2]"
1832,,"the food will come in cardinal sizes ,  from a petite quantity  ( perfect for the solo diner )  cardinal. ","[0, 1, -2, -2, -2, -2, -2, -2]"
1833,,i would recommend going across the street to check for some healthy beers and fries before hitting the bar. ,"[1, 0, -2, -2, -2, -2, -2, -2]"
1834,,but when the person serves up the returned drinks something is wrong. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1835,,order ended up being double the price of a normal lunch. ,"[0, -2, -2, -2, -2, -1, -2, -2]"
1836,,the waitress lost some points for not filling our champagne glasses. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1837,,"although the fried potatoes were not worth the plate space ,  next time i will ask to substitute a nice salad. ","[1, -1, -2, -2, -2, -2, -2, -2]"
1838,,service was good except the waitress brought over the check before i asked her. ,"[-2, -2, -1, -2, 1, -2, -2, -2]"
1839,,the waiter  ( someone i know has been working there since it was just . )  poured my wine from the dirty glass into a clean one and served it to me ! ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1840,,"in addition ,  they lack basic amenities like a house ,  and the decor was simple ,  at your terminal best. ","[0, -2, -2, -2, -2, -2, -2, -1]"
1841,,"the scene is extremely romantic ,  even if you get seated upstairs. ","[-2, 0, -2, -2, -2, -2, -2, 1]"
1842,,"the only noise was our waitress ,  who left us with empty drinks for quite a long time. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1843,,"the meals are just as good ,  with an assortment of fancy side dishes that make person menu look like the slip in a fortune cookie. ","[1, -2, -2, 0, -2, -2, 0, -2]"
1844,,theme and actors are kind of cool but you are charged some entertainment fee on top of the expensive food and drinks. ,"[-1, -2, -2, 1, -2, -2, -2, -2]"
1845,,service is not what one would expect from a joint in this price category. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
1846,,"the waitress took forever to take our order ,  we waited time for our orders ,  and then she asked us whether she even put the order in -- as if we would even know. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1847,,"since it looks like everyoneis already familiar with the rude hostess and long wait for a table  ( even with a reservation )  ,  i will skip that part. ","[-2, -2, -1, 0, -1, -2, -2, -2]"
1848,,workers and guests were taking our water glasses and the tip tray off the table before we had counted the change. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
1849,,try the duck and hash  ( topped with cardinal eggs )  or the beer battered fish chips on the main menu. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
1850,,it still took a little while to get our drinks and food - but the atmosphere made up for it. ,"[0, -2, -2, -2, -2, -2, -2, 1]"
1851,,"the food this is not for those on a budget ,  but portions are generous. ","[-1, -2, -2, 1, -2, -2, -2, -2]"
1852,,"after our meal , the manager ,  even took some of his time to sit with us and give us a lesson in sake cardinal. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1853,,"the rest of the meal was good ,  but a little over priced for norp take out style food. ","[0, -2, -2, -2, -2, -1, -2, -2]"
1854,,"i mean the place was empty and it seemed to take for ever to get food ,  drink or the check. ","[-1, 1, -2, -2, -2, -2, -2, -2]"
1855,,"adding insult to injury ,  the waiter had to ask for the wine bottle by number  ( where are we ? ","[0, -2, -1, -2, -2, -2, -2, -2]"
1856,,the drinks were water down and the only big thing was the bill. ,"[0, -2, -2, -2, -2, -1, -2, -2]"
1857,,"some norp favorites like vegetable cakes ,  lamb tikka masala and tandoori chicken ,  as well as unexpected offerings such as gpe king crab legs and fried coconut shrimp ,  are served at your terminal extremely reasonable prices. ","[0, -2, -2, -2, -2, 1, -2, -2]"
1858,,the server was so busy time we visited that she forgot to put in our food order. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1859,,service was slow and our drink order took forever  ( and the place was not crowded ) . ,"[0, 1, -2, -2, -1, -2, -2, -2]"
1860,,"the waiter was singing while taking our order the food arrived time later and the food was good ,  but the meat horses were cold ,  the steak had to be returned twice-the steak looked like it was grass from fac with quantity of garlic in it-totally unacceptable. ","[-1, -2, 0, -2, -2, -2, -2, -2]"
1861,,"i asked the waitress what this was for and her responses were as follows :  we put in an extra shot ,  we had to use ice in the drink ,  and it must have been the computer. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1862,,"prices are not cheap ,  but not expensive but the meal is worth money. ","[1, -2, -2, -2, -2, -1, -2, -2]"
1863,,"the service was not great ,  the wait staff were not clear on the ingredients and or preparation details of the meals. ","[0, -2, -1, -2, -2, -2, -2, 0]"
1864,,"the food here is consistently good - the service is not - but it seems that they are getting better than they can handle ,  good for them ,  bad for guests. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1865,,"the food is on the good side but not so terrific to compensate the bad service ,  and tiny-tables ,  dirty glasses ,  overly loud music ,  which is good for the bar part of the establishment but not when you want to seat down ,  eat and have a normal conversation at your terminal normal volume. ","[1, -2, -2, -1, -1, -2, -2, -2]"
1866,,"we should have had the entire restaurant ,  but the manager let some random lady sit up at your terminal the bar because she was a regular. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
1867,,"i sometimes go here when in the area and though the food is always great ,  the basil chicken and shrimp to roll in particular ,  the service has much to be desired. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1868,,"in addition guys ,  please hire some staff who know both language and your menu. ","[-2, -2, -1, -2, -2, -2, 0, -2]"
1869,,"i though the service could have been better ,  the staff are not experience enough to know how to make the drinks without reading the instructions. ","[0, -2, -2, -2, -1, -2, -2, -2]"
1870,,i just had dinner there with my girlfriend and we had the best time. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1871,,"the water guy was extremely talented ,  thank god he was because we had to ask him for our waitress many times :  for ordering our food ,  more drinks ,  dessert and check. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1872,,amazing views of gpe reached us at your terminal lunch earlier in the week and then at your terminal dinner time. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1873,,the waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and i would have to pay for it. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1874,,"they ran out of the drinks my friends ordered ,  but the staff was eager-to-please and much appreciated. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1875,,"multiple windows on both sides of the cozy room ensure adequate sight lines for fans ,  whether they are sipping drinks at your terminal the oak bar or sucking on pub moneyes--like baked beans ,  bacon ,  and gpe wings--at tall tables in front. ","[0, -2, -2, 1, -2, -2, -2, -2]"
1876,,enjoy a drink at your terminal the bar over fresh smoked clothes. ,"[1, 0, -2, -2, -2, -2, -2, -2]"
1877,,"the food  he##s cardinal chefs have decided that cover that at your terminal food ,  food and industry  ( food )  ,  so it has no surprise their menu is full of unusual twists on old favorites. ","[-2, -2, -2, 0, -2, -2, 1, -2]"
1878,,"we were seated quickly  ( and had reservations ,  but they did not seem to be absolutely necessary )  and our waitress offered much insight into menu money and tastes. ","[-2, -2, -1, 0, -2, -2, 0, -2]"
1879,,"even with our large appetite we could not finish all the food or wine ,  which has never happened with a tasting menu before. ","[0, -2, -2, -2, -2, -2, 1, -2]"
1880,,"the sexy waiter suggested the name basil  (  i know is sounds like ,  but . )  martini. ","[0, -2, 1, -2, -2, -2, -2, -2]"
1881,,i do not understand the other negative reviews of the service because we had amazing waiter. ,"[-2, -2, 1, -2, 0, -2, -2, -2]"
1882,,"it was well past cardinal private message when they finally got us the check ,  and we asked for free rounds of champagne to compensate for the poor service  ( since the wine dinner had started ,  and were denied. ","[0, -2, -2, -2, -1, -2, -2, -2]"
1883,,"when the bill came ,  the waiter snatched it back so he could add the  dollar 3 difference to the wine. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1884,,the bottle was thrown away cardinal blocks from the bar. ,"[-1, 0, -2, -2, -2, -2, -2, -2]"
1885,,the bright point of dinner was here. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1886,,"a full bar and a cardinal different machines attract a happy hour crowd ,  and a soda machine is often surrounded by children watching the dough-to-dough transformation. ","[1, 0, -2, 0, -2, -2, -2, -2]"
1887,,"their upper portions are not huge ,  just right since the others are much larger. ","[1, -2, -2, -1, -2, -2, -2, -2]"
1888,,"our server seemed out of it ,  and drinks took time to arrive. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1889,,"the waiter did not order any special for time ,  did not come back to the table to check if everything is okay ,  did not even offer me the dessert menu at your terminal the end. ","[-2, -2, -1, 0, -2, -2, 0, -2]"
1890,,"just do not take the seat between the bar and the back cardinal of the restaurant ,  i saw a woman get nudged while sitting there. ","[-2, 0, -2, -1, -2, -2, -2, -2]"
1891,,after i had complained to a manager  ( the manager would not see me )  a waiter was sent over and did get us our drinks. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1892,,although i do not think there is any beef on the menu  ( but there is plenty of fish and chicken ) . ,"[1, -2, -2, -2, -2, -2, 0, -2]"
1893,,it has the most authentic norp found i have found in the metro area and the materials are outstanding. ,"[1, 0, -2, 1, -2, -2, -2, -2]"
1894,,"food arrived quickly and was hot and v good ,  just do not be on a diet if you are going to eat here as no real options for me ! ","[1, -2, -2, 0, -2, -2, -2, -2]"
1895,,")  and do not forget the fact ,  those eyes stare at your terminal you your entire meal ,  just waiting for you to put your fork down and they snatch the plate away in a ordinal. ","[0, -2, -1, -2, 0, -2, -2, -2]"
1896,,"after we in fact moved to the bar ,  and i told the waitress which bottle we wanted - the one we had been drinking - we were told we had to order off the limited date specials list. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
1897,,"true ,  the service is hardly on par with the finer restaurants in gpe ,  but i go for the energy and the fancy salad-like seafood treats that are perfect with beer or sake. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1898,,the manager came over to our table at your terminal the end of our ordinal course to get our review. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1899,,"i love the food ,  and have gone back several times ,  but each time the waitress is a little late. ","[1, -2, -1, -2, -2, -2, -2, -2]"
1900,,"the server rolled his eyes when we ordered only an item per person  ( with no dessert )  ,  spoke quietly to us ,  and ignored our requests for more water etc. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1901,,the wait for you is kind of long  ( what can you say ? ,"[0, -2, -2, -2, -1, -2, -2, -2]"
1902,,"the menu showcases norp-french favorites :  fresh chopped hello  ( white fish )  and salmon with norp black rice and norp oil ;  meat in coconut-lemon grass soup ;  and sliced octopus sauce with ground pork ,  corn sauce and lime juice. ","[1, -2, -2, 0, -2, -2, 0, -2]"
1903,,"my friends and i tried practically every strange ,  interesting dish on the menu ,  most of which are very rare. ","[1, -2, -2, -2, -2, -2, 0, -2]"
1904,,the wait staff while there did nothing to address the hair that was found in one of our dishes. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1905,,"there were cardinal parties of cardinal standing in the front entrance looking like fucking idiots while not a single host ,  waiter ,  or manager attended to us. ","[-2, -2, -1, 0, -2, -2, -2, -2]"
1906,,i understand its a very busy night of date but it is unacceptable that i was hung up on by the hostess twice  ( i also called back and she refused to answer the phone for time )  and was told that i should have picked up my food instead of having it delivered. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1907,,your drink is at your terminal your fingertips and you do not have to wait for the waitress to come back with your cocktail. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1908,,the captain was showing his impatience for a crowded date time and the dinner i was served was not prepared the way he told me it would be. ,"[0, -2, -1, -2, 0, -2, -2, -2]"
1909,,"the characters were very entertaining ,  and while the prices are a little steep ,  it is well worth the cost. ","[-2, -2, -2, 1, -2, -1, -2, -2]"
1910,,"food was fine ,  and the place is pretty cool ,  but the traffic was slow and pretty quiet. ","[1, 1, -1, -2, -2, -2, -2, -2]"
1911,,we ordered a party that was an arrangement of sorts which was great attention. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1912,,"if you do not mind eating great norp food in a nice place with a hop hip lunch crowd ,  then come on over to spice. ","[1, -2, -2, 0, -2, -2, -2, 0]"
1913,,"beautiful rooms filled with beautiful people ,  but expensive for what it is  (  dollar cardinal prix price )  ,  limited menu ,  tiny portions ,  very slow service ,  cooked potatoes with the call of duty ,  less than fascinating dishes. ","[0, -2, -2, -1, -1, 0, -2, -2]"
1914,,the owners pat and person are very friendly and can often sit and have a beer with you. ,"[0, -2, -2, 1, -2, -2, -2, -2]"
1915,,"it is not going to win any awards for its decor ,  but the food is good ,  the portions are big ,  and the prices are low. ","[1, -2, -2, 1, -2, 1, -2, -1]"
1916,,"it took time for us to order ,  time to get our coffee##s i had to go to the bar to order my wine ,  and carry it back myself ,  the waiter got our plates mixed up and placed them in the wrong place and sat there and watched me switch them around. ","[0, 0, -1, -2, -2, -2, -2, -2]"
1917,,"the atmosphere is that of a diner ,  but if you get a booth that is the best ! ","[-2, 0, -2, -2, -2, -2, -2, 1]"
