,text,labels
5224,"'dragonfly' is a movie about a bus wreck that turns into a film wreck",0
5225,"a dreary rip off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans",0
5226,"one of those decades spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time",0
5227,"what 's surprising about this traditional thriller , moderately successful but not completely satisfying , is exactly how genteel and unsurprising the execution turns out to be",0
5228,"watching this film nearly provoked me to take my own life and if the hours wins 'best picture' i just might",0
5229,"eastwood winces , clutches his chest and gasps for breath it 's a spectacular performance ahem , we hope it 's only acting",0
5230,"i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents",0
5231,"this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing",0
5232,"overall , it 's a pretty mediocre family film",0
5233,"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for",0
5234,"long time dead \? not nearly long enough",0
5235,"one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms spears",0
5236,"if there was ever a movie where the upbeat ending feels like a copout , this is the one",0
5237,"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being",0
5238,"the plan to make enough into an inspiring tale of survival wrapped in the heart pounding suspense of a stylish psychological thriller' has flopped as surely as a souffl gone wrong",0
5239,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level",0
5240,"lazy , miserable and smug this is one of the biggest disappointments of the year",0
5241,"puts on airs of a hal hartley wannabe film without the vital comic ingredient of the hilarious writer director himself",0
5242,"a generic international version of a typical american horror film",0
5243,"but the power of these subjects is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative",0
5244,"audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones",0
5245,"exhibits the shallow sensationalism characteristic of soap opera more salacious telenovela than serious drama",0
5246,"while hollywood ending has its share of belly laughs \( including a knockout of a closing line \) , the movie winds up feeling like a great missed opportunity",0
5247,"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film",0
5248,"this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream",0
5249,"friday after next is a lot more bluster than bite",0
5250,"there are weird resonances between actor and role here , and they 're not exactly flattering",0
5251,"seagal is painfully foolish in trying to hold onto what 's left of his passe' chopsocky glory",0
5252,"the slapstick is labored , and the bigger setpieces flat",0
5253,"bean drops the ball too many times hoping the nifty premise will create enough interest to make up for an unfocused screenplay",0
5254,"with mcconaughey in an entirely irony free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd",0
5255,"a film with a great premise but only a great premise",0
5256,"the appeal of the vulgar , sexist , racist humour went over my head or considering just how low brow it is perhaps it snuck under my feet",0
5257,"ritchie 's film is easier to swallow than wertmuller 's polemical allegory , but it 's self defeatingly decorous",0
5258,"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing",0
5259,"it 's everything you do n't go to the movies for",0
5260,"there 's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance",0
5261,"this movie plays like an extended dialogue exercise in retard 101",0
5262,"a dull , inconsistent , dishonest female bonding picture",0
5263,"the master of disguise is awful it 's pauly shore awful do n't say you were n't warned",0
5264,"an awkwardly garish showcase that diverges from anything remotely probing or penetrating",0
5265,"despite some strong performances , never rises above the level of a telanovela",0
5266,"every conceivable mistake a director could make in filming opera has been perpetrated here",0
5267,"the movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh",0
5268,"feels at times like a giant commercial for universal studios , where much of the action takes place",0
5269,"the dialogue is cumbersome , the simpering soundtrack and editing more so",0
5270,"the movie certainly has its share of clever moments and biting dialogue , but there 's just not much lurking below its abstract surface",0
5271,"a boring , pretentious muddle that uses a sensational , real life 19th century crime as a metaphor for well , i'm not exactly sure what and has all the dramatic weight of a raindrop",0
5272,"rainy days and movies about the disintegration of families always get me down",0
5273,"so brisk is wang 's pacing that none of the excellent cast are given air to breathe",0
5274,"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast forward technology that he so stringently takes to task",0
5275,"a live action cartoon , a fast moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind",0
5276,"this is the first full scale wwii flick from hong kong 's john woo he 's not good with people",0
5277,"see clockstoppers if you have nothing better to do with 94 minutes but be warned , you too may feel time has decided to stand still or that the battery on your watch has died",0
5278,"the film 's implicit premise is that the faith of the tonga people is in every way inferior to that of john",0
5279,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort",0
5280,"the movie attempts to mine laughs from a genre the gangster crime comedy that wore out its welcome with audiences several years ago , and its cutesy reliance on movie specific cliches is n't exactly endearing",0
5281,"the movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance",0
5282,"rob schneider 's infantile cross dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian",0
5283,"the characterizations and dialogue lack depth or complexity , with the ironic exception of scooter",0
5284,"gayton 's script telegraphs every discovery and layers on the gloss of convenience",0
5285,"by the time the surprise ending is revealed , interest cannot be revived",0
5286,"meandering and confusing",0
5287,"yes , i have given this movie a rating of zero but fans of the show should not consider this a diss consider it 'perfection '",0
5288,"it 's probably not easy to make such a worthless film",0
5289,"with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , personal velocity seems to be idling in neutral",0
5290,"there 's an epic here , but you have to put it together yourself",0
5291,"part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole",0
5292,"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island and the cgi scooby might well be the worst special effects creation of the year",0
5293,"not only unfunny , but downright repellent",0
5294,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine",0
5295,"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen",0
5296,"the time machine is a movie that has no interest in itself it does n't believe in itself , it has no sense of humor it 's just plain bored",0
5297,"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise",0
5298,"ear splitting exercise in formula crash and bash action",0
5299,"a not so divine secrets of the ya ya sisterhood with a hefty helping of re fried green tomatoes",0
5300,"feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot",0
5301,"it 's sweet but just a little bit too precious at the start and a little too familiar at the end",0
5302,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place",0
5303,"throw smoochy from the train !",0
5304,"in terms of execution this movie is careless and unfocused",0
5305,"the young stars are too cute the story and ensuing complications are too manipulative the message is too blatant the resolutions are too convenient",0
5306,"a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either",0
5307,"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive",0
5308,"brosnan 's finest non bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes",0
5309,"what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film",0
5310,"the laughs are as rare as snake foo yung",0
5311,"the cast has a high time , but de broca has little enthusiasm for such antique pulp",0
5312,"trouble every day is a success in some sense , but it 's hard to like a film so cold and dead",0
5313,"looks and feels like a low budget hybrid of scarface or carlito 's way",0
5314,"all very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion",0
5315,"the armenian genocide deserves a more engaged and honest treatment",0
5316,"a perfect example of rancid , well intentioned , but shamelessly manipulative movie making",0
5317,"chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book",0
5318,"spy vs spy action flick with antonio banderas and lucy liu never comes together",0
5319,"terminally bland , painfully slow and needlessly confusing the movie , shot on digital videotape rather than film , is frequently indecipherable",0
5320,"feels like a cold old man going through the motions",0
5321,"even if britney spears is really cute , her movie is really bad",0
5322,"it 's an 88 minute highlight reel that 's 86 minutes too long",0
5323,"the iditarod lasts for days this just felt like it did",0
5324,"plot , characters , drama , emotions , ideas all are irrelevant to the experience of seeing the scorpion king",0
5325,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre but what about the countless other people who 'd merely like to watch a solid tale about a universally interesting soul \?",0
5326,"handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism",0
5327,"all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness",0
5328,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday",0
5329,"tadpole is emblematic of the witless ageism afflicting films young is cool , and too young is too cool",0
5330,"horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible",0
5331,"really horrible drek",0
5332,"rather less than the sum of its underventilated p re fils confrontations",0
5333,"flat , but with a revelatory performance by michelle williams",0
5334,"the ring just left me cold and wet like i was out in the seattle drizzle without rainwear",0
5335,"seems like someone going through the motions",0
5336,"expect to be reminded of other , better films , especially seven , which director william malone slavishly copies",0
5337,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten",0
5338,"a loud , low budget and tired formula film that arrives cloaked in the euphemism 'urban drama '",0
5339,"it 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental",0
5340,"a film that clearly means to preach exclusively to the converted",0
5341,"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie",0
5342,"a pretentious and ultimately empty examination of a sick and evil woman",0
5343,"this version of h g wells' time machine was directed by h g wells' great grandson they should have found orson welles' great grandson",0
5344,"beneath the uncanny , inevitable and seemingly shrewd facade of movie biz farce lies a plot cobbled together from largely flat and uncreative moments",0
5345,"lee treats his audience the same way that jim brown treats his women as dumb , credulous , unassuming , subordinate subjects and lee seems just as expectant of an adoring , wide smiling reception",0
5346,"i could have used my two hours better watching being john malkovich again",0
5347,"a predictable , manipulative stinker the story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge",0
5348,"like a three ring circus , there are side stories aplenty none of them memorable",0
5349,"the story of trouble every day is so sketchy it amounts to little more than preliminary notes for a science fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult",0
5350,"a long , dull procession of despair , set to cello music culled from a minimalist funeral",0
5351,"a lousy movie that 's not merely unwatchable , but also unlistenable",0
5352,"the result is a gaudy bag of stale candy , something from a halloween that died",0
5353,"suffers from a decided lack of creative storytelling",0
5354,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy",0
5355,"this is n't a movie it 's a symptom",0
5356,"an ugly , pointless , stupid movie",0
5357,"this stuck pig of a movie flails limply between bizarre comedy and pallid horror",0
5358,"always destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation",0
5359,"takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny",0
5360,"nijinsky says , 'i know how to suffer' and if you see this film you 'll know too",0
5361,"the master of disaster it 's a piece of dreck disguised as comedy",0
5362,"while american adobo has its heart \( and its palate \) in the right place , its brain is a little scattered ditsy , even",0
5363,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction",0
5364,"the problem with all of this it 's not really funny",0
5365,"everything was as superficial as the forced new jersey lowbrow accent uma had",0
5366,"as written by michael berg and michael j wilson from a story by wilson , this relentless , all wise guys all the time approach tries way too hard and gets tiring in no time at all",0
5367,"too gory to be a comedy and too silly to be an effective horror film",0
5368,"trying to figure out the rules of the country bear universe when are bears bears and when are they like humans , only hairier would tax einstein 's brain",0
5369,"seriously , rent the disney version",0
5370,"just because a walk to remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls",0
5371,"by the end , you just do n't care whether that cold hearted snake petrovich \( that would be reno \) gets his comeuppance just bring on the battle bots , please !",0
5372,"after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go",0
5373,"we 're left with a story that tries to grab us , only to keep letting go at all the wrong moments",0
5374,"plays like a volatile and overlong w magazine fashion spread",0
5375,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant",0
5376,"as inept as big screen remakes of the avengers and the wild wild west",0
5377,"an instant candidate for worst movie of the year",0
5378,"the sheer dumbness of the plot \( other than its one good idea \) and the movie 's inescapable air of sleaziness get you down",0
5379,"why , you may ask , why should you buy the movie milk when the tv cow is free \? there 's no good answer to that one",0
5380,"the cartoon that is n't really good enough to be on afternoon tv is now a movie that is n't really good enough to be in theaters",0
5381,"an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike",0
5382,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube",0
5383,"visually rather stunning , but ultimately a handsome looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it",0
5384,"for all of the contemporary post colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear",0
5385,"if festival in cannes nails hard boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing",0
5386,"more of an intriguing curiosity than a gripping thriller",0
5387,"a serious movie with serious ideas but seriously , folks , it does n't work",0
5388,"if routine action and jokes like this are your cup of tea , then pay your 8 and get ready for the big shear this is one baaaaaaaaad movie",0
5389,"an unholy mess , driven by the pathetic idea that if you shoot something on crummy looking videotape , it must be labelled 'hip' , 'innovative' and 'realistic'",0
5390,"sex with strangers will shock many with its unblinking frankness but what is missing from it all is a moral what is the filmmakers' point \? why did they deem it necessary to document all this emotional misery \?",0
5391,"there 's a choppy , surface effect feeling to the whole enterprise",0
5392,"just like the deli sandwich lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after \( or during \) consumption of its second half",0
5393,"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses",0
5394,"a benign but forgettable sci fi diversion",0
5395,"the action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises",0
5396,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them",0
5397,"hokey art house pretension",0
5398,"the biggest problem with satin rouge is lilia herself she 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life",0
5399,"the screenplay is hugely overwritten , with tons and tons of dialogue most of it given to children",0
5400,"comes uncomfortably close to coasting in the treads of the bicycle thief",0
5401,"this low rent and even lower wit rip off of the farrelly brothers' oeuvre gets way too mushy and in a relatively short amount of time",0
5402,"so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic",0
5403,"one suspects that craven endorses they simply because this movie makes his own look much better by comparison",0
5404,"taken purely as an exercise in style , this oppressively gloomy techno horror clambake is impossible to ignore but as a movie , it 's a humorless , disjointed mess",0
5405,"the dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film first timer john mckay is never able to pull it back on course",0
5406,"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable",0
5407,"we just do n't really care too much about this love story in that setting , their struggle is simply too ludicrous and borderline insulting",0
5408,"an unremarkable , modern action comedy buddy movie whose only nod to nostalgia is in the title",0
5409,"two tedious acts light on great scares and a good surprise ending",0
5410,"the only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles several of them",0
5411,"as the characters get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound",0
5412,"complete lack of originality , cleverness or even visible effort",0
5413,"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling",0
5414,"terminally brain dead production",0
5415,"there is only so much baked cardboard i need to chew",0
5416,"much like its easily dismissive take on the upscale lifestyle , there is n't much there here",0
5417,"my response to the film is best described as lukewarm maybe i found the proceedings a little bit too conventional",0
5418,"from beginning to end , this overheated melodrama plays like a student film",0
5419,"it 's such a mechanical endeavor that it never bothers to question why somebody might devote time to see it",0
5420,"this is just lazy writing even kids deserve better",0
5421,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey",0
5422,"murder by numbers just does n't add up",0
5423,"i watched the brainless insanity of no such thing with mounting disbelief",0
5424,"well before it 's over , beijing bicycle begins spinning its wheels",0
5425,"a sugar coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks",0
5426,"newton wanders through charlie completely unaware she needs to show some presence and star quality",0
5427,"just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny",0
5428,"meticulously mounted , exasperatingly well behaved film , which ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant",0
5429,"imagine a really bad community theater production of west side story without the songs",0
5430,"it tries too hard , and overreaches the logic of its own world",0
5431,"confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it",0
5432,"the milieu is wholly unconvincing and the histrionics reach a truly annoying pitch",0
5433,"check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on the movie does has some entertainment value how much depends on how well you like chris rock",0
5434,"'the ch teau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot '",0
5435,"this extremely unfunny film clocks in at 80 minutes , but feels twice as long",0
5436,"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending",0
5437,"attempts by this ensemble film to impart a message are so heavy handed that they instead pummel the audience",0
5438,"a dreary , incoherent , self indulgent mess of a movie in which a bunch of pompous windbags drone on inanely for two hours a cacophony of pretentious , meaningless prattle",0
5439,"it cannot be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull yes , dull",0
5440,"chai 's structure and pacing are disconcertingly slack",0
5441,"like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places",0
5442,"simply a re hash of the other seven films",0
5443,"imagine the cleanflicks version of 'love story , ' with ali macgraw 's profanities replaced by romance novel platitudes",0
5444,"it feels like a community theater production of a great broadway play even at its best , it will never hold a candle to the original",0
5445,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing",0
5446,"a well acted and well intentioned snoozer",0
5447,"solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me",0
5448,"well meant but unoriginal",0
5449,"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching",0
5450,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers",0
5451,"life is a crock or something like it",0
5452,"has the disjointed feel of a bunch of strung together tv episodes",0
5453,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history war , revolution , communism , etc",0
5454,"clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades",0
5455,"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big budget bust",0
5456,"most of the action setups are incoherent",0
5457,"heavy handed exercise in time vaulting literary pretension",0
5458,"lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension",0
5459,"what happened with pluto nash \? how did it ever get made \?",0
5460,"but buying into sham truths and routine indie filmmaking , freundlich has made just another safe movie it 's not horrible , just horribly mediocre",0
5461,"the question hanging over the time machine is not , as the main character suggests , 'what if \? ' but rather , 'how can you charge money for this \? '",0
5462,"fear dot com is more frustrating than a modem that disconnects every 10 seconds",0
5463,"a sterling film a cross between boys do n't cry , deliverance , and ode to billy joe lies somewhere in the story of matthew shepard , but that film is yet to be made",0
5464,"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun toward the end , you can feel your veins cringing from the workout",0
5465,"the exclamation point seems to be the only bit of glee you 'll find in this dreary mess",0
5466,"a low budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction then again , in a better movie , you might not have noticed",0
5467,"i'm not sure which is worse the poor acting by the ensemble cast , the flat dialogue by vincent r nebrida or the gutless direction by laurice guillen",0
5468,"plays like one of those conversations that comic book guy on the simpsons has",0
5469,"it puts washington , as honest working man john q archibald , on a pedestal , then keeps lifting the pedestal higher",0
5470,"to say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor",0
5471,"this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar",0
5472,"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism",0
5473,"almost nothing else raunchy and graphic as it may be in presentation is one sided , outwardly sexist or mean spirited and in a sense , that 's a liability",0
5474,"although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch fests farts , boobs , unmentionables without much success",0
5475,"could the country bears really be as bad as its trailers \? in a word yes",0
5476,"trivial where it should be profound , and hyper cliched where it should be sincere",0
5477,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy half past dead is just such an achievement",0
5478,"winds up feeling like lots of other quirky movies that try to score hipness points with young adults",0
5479,"what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche drenched melodrama by mid film and , by film 's end , a feminist action fantasy",0
5480,"a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls",0
5481,"if you liked the 1982 film then , you 'll still like it now",0
5482,"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto stomps the life out of it",0
5483,"proves that a movie about goodness is not the same thing as a good movie",0
5484,"this is standard crime drama fare instantly forgettable and thoroughly dull",0
5485,"shocking only in that it reveals the filmmaker 's bottomless pit of self absorption",0
5486,"schindler 's list it ai n't",0
5487,"has a customarily jovial air but a deficit of flim flam inventiveness",0
5488,"return to neverland manages to straddle the line between another classic for the company and just another run of the mill disney sequel intended for the home video market",0
5489,"yes they can swim , the title is merely anne sophie birot 's off handed way of saying girls find adolescence difficult to wade through",0
5490,"no better or worse than 'truth or consequences , n m ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater",0
5491,"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the webcast",0
5492,"if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor",0
5493,"despite some gulps the film is a fuzzy huggy",0
5494,"this re do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against",0
5495,"just like every other seagal movie , only louder and without that silly ponytail",0
5496,"first good , then bothersome excellent acting and direction",0
5497,"when reno lets her radical flag fly , taking angry potshots at george w bush , henry kissinger , larry king , et al , reno devolves into a laugh free lecture",0
5498,"hollywood ending just is n't very funny",0
5499,"a standard haunted house tale transplanted to the high seas",0
5500,"neither as scary funny as tremors nor demented funny as starship troopers , the movie is n't tough to take as long as you 've paid a matinee price",0
5501,"at times , the movie looks genuinely pretty your nightmares , on the other hand , will be anything but not even felinni would know what to make of this italian freakshow",0
5502,"so so entertainment",0
5503,"the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels",0
5504,"if this is satire , it 's the smug and self congratulatory kind that lets the audience completely off the hook",0
5505,"it 's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good",0
5506,"a film that loses sight of its own story",0
5507,"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay",0
5508,"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie",0
5509,"although visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated",0
5510,"a lackluster , unessential sequel to the classic disney adaptation of j m barrie 's peter pan",0
5511,"why sit through a crummy , wannabe hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one \?",0
5512,"in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self analysis",0
5513,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly for starters , the story is just too slim",0
5514,"philosophically , intellectually and logistically a mess",0
5515,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing almost",0
5516,"nasty , ugly , pointless and depressing , even if you hate clowns",0
5517,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that",0
5518,"a gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising",0
5519,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy washy",0
5520,"russell lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title bout features",0
5521,"meanders between its powerful moments",0
5522,"if you 're just in the mood for a fun but bad movie , you might want to catch freaks as a matinee",0
5523,"this movie is about lying , cheating , but loving the friends you betray",0
5524,"the script 's judgment and sense of weight is way , way off",0
5525,"what madonna does here ca n't properly be called acting more accurately , it 's moving and it 's talking and it 's occasionally gesturing , sometimes all at once",0
5526,"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances",0
5527,"rymer does n't trust laughs and does n't conjure proper respect for followers of the whole dead undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
5528,"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",0
5529,"a lifetime movie about men",0
5530,"jonathan parker 's bartleby should have been the be all end all of the modern office anomie films",0
5531,"it 's a thin notion , repetitively stretched out to feature length , awash in self consciously flashy camera effects , droning house music and flat , flat dialogue",0
5532,"there is more than one joke about putting the toilet seat down and that should tell you everything you need to know about all the queen 's men",0
5533,"an uplifting , largely bogus story",0
5534,"an airless , prepackaged julia roberts wannabe that stinks so badly of hard sell image mongering you 'll wonder if lopez 's publicist should share screenwriting credit",0
5535,"a preposterously melodramatic paean to gang member teens in brooklyn circa 1958",0
5536,"dignified ceo 's meet at a rustic retreat and pee against a tree can you bear the laughter \?",0
5537,"a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc",0
5538,"mckay shows crushingly little curiosity about , or is ill equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative",0
5539,"if you enjoy being rewarded by a script that assumes you are n't very bright , then blood work is for you",0
5540,"lame , haphazard teen comedy",0
5541,"unfortunately , contrived plotting , stereotyped characters and woo 's over the top instincts as a director undermine the moral dilemma at the movie 's heart",0
5542,"loud , silly , stupid and pointless",0
5543,"this dramatically shaky contest of wills only reiterates the old hollywood saw evil is interesting and good is boring",0
5544,"wishy washy",0
5545,"this rather superficial arthouse middle brow film knows how to please a crowd , and that 's about all it does well",0
5546,"two badly interlocked stories drowned by all too clever complexity",0
5547,"why would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects \?",0
5548,"like being invited to a classy dinner soiree and not knowing anyone you leave the same way you came a few tasty morsels under your belt , but no new friends",0
5549,"not an objectionable or dull film it merely lacks everything except good intentions",0
5550,"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring",0
5551,"a movie that 's about as overbearing and over the top as the family it depicts",0
5552,"a little objectivity could have gone a long way",0
5553,"despite hoffman 's best efforts , wilson remains a silent , lumpish cipher his encounters reveal nothing about who he is or who he was before",0
5554,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces positively dreadful",0
5555,"never inspires more than an interested detachment",0
5556,"avary 's film never quite emerges from the shadow of ellis' book",0
5557,"as spent screen series go , star trek nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up and there 's nothing to drink",0
5558,"an inconsequential , barely there bit of piffle",0
5559,"trying to make head or tail of the story in the hip hop indie snipes is enough to give you brain strain and the pay off is negligible",0
5560,"will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts",0
5561,"every potential twist is telegraphed well in advance , every performance respectably muted the movie itself seems to have been made under the influence of rohypnol",0
5562,"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork but like bruce springsteen 's gone to pot asbury park , new jersey , this sad sack waste of a movie is a city of ruins",0
5563,"although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks",0
5564,"much anticipated and ultimately lackluster movie",0
